date_releve,annee,mois,saison,marche,produit,prix_kg_fcfa,precipitations_mm,temp_moy_mensuelle,rendement_kg_ha,prix_ndjamena,indice_fao,taux_fcfa_usd,distance_ndjamena_km
2015-10-01,2015,10,seche,Abdi,mil,210.0,9.3,30.1483870967742,349.7,317.0,118.2,591.4,680
2015-11-01,2015,11,seche,Abdi,mil,200.0,0.0,28.15666666666667,349.7,300.0,118.2,591.4,680
2015-12-01,2015,12,seche,Abdi,mil,180.0,0.0,23.061290322580643,349.7,300.0,118.2,591.4,680
2016-01-01,2016,1,seche,Abdi,mil,180.0,0.0,23.42903225806452,467.9,282.0,113.6,592.7,680
2016-02-01,2016,2,seche,Abdi,mil,170.0,0.0,26.75862068965517,467.9,270.0,113.6,592.7,680
2016-03-01,2016,3,soudure,Abdi,mil,170.0,0.0,33.46774193548387,467.9,290.0,113.6,592.7,680
2016-04-01,2016,4,soudure,Abdi,mil,180.0,0.2,33.10333333333333,467.9,290.0,113.6,592.7,680
2016-05-01,2016,5,soudure,Abdi,mil,190.0,4.8,32.725806451612904,467.9,300.0,113.6,592.7,680
2016-06-01,2016,6,pluies,Abdi,mil,200.0,34.5,30.926666666666662,467.9,300.0,113.6,592.7,680
2016-07-01,2016,7,pluies,Abdi,mil,200.0,185.3,26.75483870967742,467.9,280.0,113.6,592.7,680
2016-08-01,2016,8,pluies,Abdi,mil,200.0,233.3,25.44516129032258,467.9,250.0,113.6,592.7,680
2016-09-01,2016,9,pluies,Abdi,mil,190.0,54.3,26.74,467.9,250.0,113.6,592.7,680
2016-10-01,2016,10,seche,Abdi,mil,180.0,2.0,29.13870967741936,467.9,250.0,113.6,592.7,680
2016-11-01,2016,11,seche,Abdi,mil,180.0,0.0,29.27,467.9,250.0,113.6,592.7,680
2016-12-01,2016,12,seche,Abdi,mil,150.0,0.0,26.72258064516129,467.9,220.0,113.6,592.7,680
2017-01-01,2017,1,seche,Abdi,mil,142.0,0.0,27.529032258064515,412.3,220.0,118.1,580.3,680
2017-02-01,2017,2,seche,Abdi,mil,140.0,0.0,26.228571428571428,412.3,266.0,118.1,580.3,680
2017-03-01,2017,3,soudure,Abdi,mil,187.0,0.0,30.82258064516129,412.3,254.0,118.1,580.3,680
2017-04-01,2017,4,soudure,Abdi,mil,180.0,5.9,32.53,412.3,240.0,118.1,580.3,680
2017-05-01,2017,5,soudure,Abdi,mil,186.0,9.0,32.39677419354839,412.3,246.0,118.1,580.3,680
2017-06-01,2017,6,pluies,Abdi,mil,200.0,24.1,30.28,412.3,276.0,118.1,580.3,680
2017-07-01,2017,7,pluies,Abdi,mil,203.0,71.60000000000001,27.69677419354839,412.3,276.0,118.1,580.3,680
2017-08-01,2017,8,pluies,Abdi,mil,220.0,91.1,26.01290322580645,412.3,286.0,118.1,580.3,680
2017-09-01,2017,9,pluies,Abdi,mil,210.0,38.8,27.44333333333333,412.3,304.0,118.1,580.3,680
2017-10-01,2017,10,seche,Abdi,mil,190.0,0.5,30.31290322580645,412.3,283.0,118.1,580.3,680
2017-11-01,2017,11,seche,Abdi,mil,190.0,0.0,28.496666666666663,412.3,275.0,118.1,580.3,680
2017-12-01,2017,12,seche,Abdi,mil,183.0,0.0,26.55161290322581,412.3,260.0,118.1,580.3,680
2018-01-01,2018,1,seche,Abdi,mil,180.0,0.0,22.4741935483871,470.2,270.0,115.6,555.7,680
2018-02-01,2018,2,seche,Abdi,mil,180.0,0.0,29.714285714285715,470.2,276.0,115.6,555.7,680
2018-03-01,2018,3,soudure,Abdi,mil,190.0,0.1,31.1,470.2,266.0,115.6,555.7,680
2018-04-01,2018,4,soudure,Abdi,mil,190.0,0.0,31.53,470.2,263.0,115.6,555.7,680
2018-05-01,2018,5,soudure,Abdi,mil,190.0,1.8,32.670967741935485,470.2,257.0,115.6,555.7,680
2018-06-01,2018,6,pluies,Abdi,mil,200.0,58.5,30.436666666666667,470.2,263.0,115.6,555.7,680
2018-07-01,2018,7,pluies,Abdi,mil,210.0,65.1,27.19032258064516,470.2,270.0,115.6,555.7,680
2018-08-01,2018,8,pluies,Abdi,mil,203.0,165.5,25.258064516129032,470.2,270.0,115.6,555.7,680
2018-09-01,2018,9,pluies,Abdi,mil,200.0,39.8,26.836666666666662,470.2,270.0,115.6,555.7,680
2018-10-01,2018,10,seche,Abdi,mil,180.0,7.4,29.151612903225807,470.2,263.0,115.6,555.7,680
2018-11-01,2018,11,seche,Abdi,mil,157.0,0.0,27.996666666666663,470.2,250.0,115.6,555.7,680
2018-12-01,2018,12,seche,Abdi,mil,143.0,0.0,25.561290322580643,470.2,250.0,115.6,555.7,680
2019-01-01,2019,1,seche,Abdi,mil,133.0,0.0,26.96451612903226,442.1,253.0,114.1,585.9,680
2019-02-01,2019,2,seche,Abdi,mil,126.0,0.0,28.139285714285712,442.1,260.0,114.1,585.9,680
2019-03-01,2019,3,soudure,Abdi,mil,133.0,0.0,31.293548387096774,442.1,206.0,114.1,585.9,680
2019-04-01,2019,4,soudure,Abdi,mil,140.0,0.0,32.88333333333333,442.1,200.0,114.1,585.9,680
2019-05-01,2019,5,soudure,Abdi,mil,143.0,5.4,32.938709677419354,442.1,200.0,114.1,585.9,680
2019-06-01,2019,6,pluies,Abdi,mil,171.0,26.3,30.543333333333333,442.1,220.0,114.1,585.9,680
2019-07-01,2019,7,pluies,Abdi,mil,166.0,71.6,28.283870967741933,442.1,200.0,114.1,585.9,680
2019-08-01,2019,8,pluies,Abdi,mil,153.0,272.7,24.825806451612905,442.1,200.0,114.1,585.9,680
2019-09-01,2019,9,pluies,Abdi,mil,160.0,74.3,26.673333333333336,442.1,180.0,114.1,585.9,680
2019-10-01,2019,10,seche,Abdi,mil,146.0,68.2,26.06451612903226,442.1,190.0,114.1,585.9,680
2019-11-01,2019,11,seche,Abdi,mil,150.0,0.0,27.166666666666668,442.1,220.0,114.1,585.9,680
2019-12-01,2019,12,seche,Abdi,mil,140.0,0.0,24.55161290322581,442.1,240.0,114.1,585.9,680
2020-01-01,2020,1,seche,Abdi,mil,166.0,0.0,23.56451612903226,391.7,260.0,116.8,574.3,680
2020-02-01,2020,2,seche,Abdi,mil,172.0,0.0,26.648275862068964,391.7,300.0,116.8,574.3,680
2020-03-01,2020,3,soudure,Abdi,mil,207.0,0.0,31.187096774193545,391.7,296.0,116.8,574.3,680
2020-04-01,2020,4,soudure,Abdi,mil,230.0,0.0,32.79,391.7,290.0,116.8,574.3,680
2020-05-01,2020,5,soudure,Abdi,mil,236.0,0.0,33.12903225806452,391.7,300.0,116.8,574.3,680
2020-06-01,2020,6,pluies,Abdi,mil,253.0,7.2,32.053333333333335,391.7,276.0,116.8,574.3,680
2020-07-01,2020,7,pluies,Abdi,mil,280.0,63.7,27.40967741935484,391.7,300.0,116.8,574.3,680
2020-08-01,2020,8,pluies,Abdi,mil,300.0,352.6,24.44516129032258,391.7,300.0,116.8,574.3,680
2020-09-01,2020,9,pluies,Abdi,mil,187.0,60.9,26.14,391.7,293.0,116.8,574.3,680
2020-10-01,2020,10,seche,Abdi,mil,258.0,2.0,28.08709677419355,391.7,280.0,116.8,574.3,680
2020-11-01,2020,11,seche,Abdi,mil,223.0,0.0,27.59333333333333,391.7,306.0,116.8,574.3,680
2020-12-01,2020,12,seche,Abdi,mil,183.0,0.0,26.45483870967742,391.7,306.0,116.8,574.3,680
2021-01-01,2021,1,seche,Abdi,mil,180.0,0.0,25.961290322580645,388.7,306.0,141.3,554.5,680
2021-02-01,2021,2,seche,Abdi,mil,173.0,0.0,25.99642857142857,388.7,306.0,141.3,554.5,680
2021-03-01,2021,3,soudure,Abdi,mil,160.0,0.0,30.845161290322583,388.7,306.0,141.3,554.5,680
2021-05-01,2021,5,soudure,Abdi,mil,180.0,0.0,32.403225806451616,388.7,306.0,141.3,554.5,680
2021-06-01,2021,6,pluies,Abdi,mil,185.0,10.7,31.996666666666663,388.7,306.0,141.3,554.5,680
2015-10-01,2015,10,seche,Abdi,riz,786.0,9.3,30.1483870967742,930.6,510.5,118.2,591.4,680
2015-11-01,2015,11,seche,Abdi,riz,770.0,0.0,28.15666666666667,930.6,480.0,118.2,591.4,680
2015-12-01,2015,12,seche,Abdi,riz,760.0,0.0,23.061290322580643,930.6,473.0,118.2,591.4,680
2016-01-01,2016,1,seche,Abdi,riz,760.0,0.0,23.42903225806452,964.3,473.5,113.6,592.7,680
2016-02-01,2016,2,seche,Abdi,riz,760.0,0.0,26.75862068965517,964.3,490.0,113.6,592.7,680
2016-03-01,2016,3,soudure,Abdi,riz,760.0,0.0,33.46774193548387,964.3,472.5,113.6,592.7,680
2016-04-01,2016,4,soudure,Abdi,riz,780.0,0.2,33.10333333333333,964.3,480.0,113.6,592.7,680
2016-05-01,2016,5,soudure,Abdi,riz,790.0,4.8,32.725806451612904,964.3,480.0,113.6,592.7,680
2016-06-01,2016,6,pluies,Abdi,riz,790.0,34.5,30.926666666666662,964.3,485.0,113.6,592.7,680
2016-07-01,2016,7,pluies,Abdi,riz,810.0,185.3,26.75483870967742,964.3,465.0,113.6,592.7,680
2016-08-01,2016,8,pluies,Abdi,riz,700.0,233.3,25.44516129032258,964.3,470.0,113.6,592.7,680
2016-09-01,2016,9,pluies,Abdi,riz,790.0,54.3,26.74,964.3,490.0,113.6,592.7,680
2016-10-01,2016,10,seche,Abdi,riz,780.0,2.0,29.13870967741936,964.3,477.5,113.6,592.7,680
2016-11-01,2016,11,seche,Abdi,riz,780.0,0.0,29.27,964.3,485.0,113.6,592.7,680
2016-12-01,2016,12,seche,Abdi,riz,780.0,0.0,26.72258064516129,964.3,463.0,113.6,592.7,680
2017-01-01,2017,1,seche,Abdi,riz,787.0,0.0,27.529032258064515,971.8,460.5,118.1,580.3,680
2017-02-01,2017,2,seche,Abdi,riz,790.0,0.0,26.228571428571428,971.8,470.0,118.1,580.3,680
2017-03-01,2017,3,soudure,Abdi,riz,790.0,0.0,30.82258064516129,971.8,447.0,118.1,580.3,680
2017-04-01,2017,4,soudure,Abdi,riz,770.0,5.9,32.53,971.8,454.0,118.1,580.3,680
2017-05-01,2017,5,soudure,Abdi,riz,780.0,9.0,32.39677419354839,971.8,471.0,118.1,580.3,680
2017-06-01,2017,6,pluies,Abdi,riz,790.0,24.1,30.28,971.8,459.0,118.1,580.3,680
2017-07-01,2017,7,pluies,Abdi,riz,800.0,71.60000000000001,27.69677419354839,971.8,475.0,118.1,580.3,680
2017-08-01,2017,8,pluies,Abdi,riz,810.0,91.1,26.01290322580645,971.8,490.0,118.1,580.3,680
2017-11-01,2017,11,seche,Abdi,riz,780.0,0.0,28.496666666666663,971.8,485.0,118.1,580.3,680
2017-12-01,2017,12,seche,Abdi,riz,780.0,0.0,26.55161290322581,971.8,463.0,118.1,580.3,680
2018-01-01,2018,1,seche,Abdi,riz,780.0,0.0,22.4741935483871,1008.6,496.5,115.6,555.7,680
2018-02-01,2018,2,seche,Abdi,riz,660.0,0.0,29.714285714285715,1008.6,475.0,115.6,555.7,680
2018-03-01,2018,3,soudure,Abdi,riz,600.0,0.1,31.1,1008.6,475.0,115.6,555.7,680
2018-04-01,2018,4,soudure,Abdi,riz,600.0,0.0,31.53,1008.6,477.5,115.6,555.7,680
2018-05-01,2018,5,soudure,Abdi,riz,600.0,1.8,32.670967741935485,1008.6,476.5,115.6,555.7,680
2018-06-01,2018,6,pluies,Abdi,riz,600.0,58.5,30.436666666666667,1008.6,470.0,115.6,555.7,680
2018-07-01,2018,7,pluies,Abdi,riz,616.0,65.1,27.19032258064516,1008.6,474.5,115.6,555.7,680
2018-08-01,2018,8,pluies,Abdi,riz,640.0,165.5,25.258064516129032,1008.6,473.0,115.6,555.7,680
2018-11-01,2018,11,seche,Abdi,riz,697.0,0.0,27.996666666666663,1008.6,466.5,115.6,555.7,680
2018-12-01,2018,12,seche,Abdi,riz,700.0,0.0,25.561290322580643,1008.6,458.5,115.6,555.7,680
2019-01-01,2019,1,seche,Abdi,riz,716.0,0.0,26.96451612903226,1084.3,455.0,114.1,585.9,680
2019-02-01,2019,2,seche,Abdi,riz,740.0,0.0,28.139285714285712,1084.3,459.5,114.1,585.9,680
2019-03-01,2019,3,soudure,Abdi,riz,720.0,0.0,31.293548387096774,1084.3,460.0,114.1,585.9,680
2019-04-01,2019,4,soudure,Abdi,riz,730.0,0.0,32.88333333333333,1084.3,460.0,114.1,585.9,680
2019-05-01,2019,5,soudure,Abdi,riz,730.0,5.4,32.938709677419354,1084.3,460.0,114.1,585.9,680
2019-06-01,2019,6,pluies,Abdi,riz,734.0,26.3,30.543333333333333,1084.3,492.0,114.1,585.9,680
2019-07-01,2019,7,pluies,Abdi,riz,754.0,71.6,28.283870967741933,1084.3,463.0,114.1,585.9,680
2019-09-01,2019,9,pluies,Abdi,riz,800.0,74.3,26.673333333333336,1084.3,455.0,114.1,585.9,680
2019-12-01,2019,12,seche,Abdi,riz,800.0,0.0,24.55161290322581,1084.3,455.0,114.1,585.9,680
2020-01-01,2020,1,seche,Abdi,riz,686.0,0.0,23.56451612903226,952.3,458.0,116.8,574.3,680
2020-02-01,2020,2,seche,Abdi,riz,693.0,0.0,26.648275862068964,952.3,454.5,116.8,574.3,680
2020-03-01,2020,3,soudure,Abdi,riz,700.0,0.0,31.187096774193545,952.3,459.5,116.8,574.3,680
2020-04-01,2020,4,soudure,Abdi,riz,700.0,0.0,32.79,952.3,456.5,116.8,574.3,680
2020-05-01,2020,5,soudure,Abdi,riz,693.0,0.0,33.12903225806452,952.3,456.5,116.8,574.3,680
2020-06-01,2020,6,pluies,Abdi,riz,696.0,7.2,32.053333333333335,952.3,466.5,116.8,574.3,680
2020-07-01,2020,7,pluies,Abdi,riz,710.0,63.7,27.40967741935484,952.3,460.0,116.8,574.3,680
2020-08-01,2020,8,pluies,Abdi,riz,750.0,352.6,24.44516129032258,952.3,463.0,116.8,574.3,680
2020-10-01,2020,10,seche,Abdi,riz,513.0,2.0,28.08709677419355,952.3,576.5,116.8,574.3,680
2020-11-01,2020,11,seche,Abdi,riz,653.0,0.0,27.59333333333333,952.3,546.5,116.8,574.3,680
2020-12-01,2020,12,seche,Abdi,riz,632.0,0.0,26.45483870967742,952.3,541.5,116.8,574.3,680
2021-01-01,2021,1,seche,Abdi,riz,626.5,0.0,25.961290322580645,973.2,510.0,141.3,554.5,680
2021-02-01,2021,2,seche,Abdi,riz,638.5,0.0,25.99642857142857,973.2,513.5,141.3,554.5,680
2021-03-01,2021,3,soudure,Abdi,riz,625.5,0.0,30.845161290322583,973.2,503.0,141.3,554.5,680
2021-05-01,2021,5,soudure,Abdi,riz,640.0,0.0,32.403225806451616,973.2,507.5,141.3,554.5,680
2021-06-01,2021,6,pluies,Abdi,riz,648.0,10.7,31.996666666666663,973.2,523.0,141.3,554.5,680
2015-10-01,2015,10,seche,Abdi,sorgho,170.0,9.3,30.1483870967742,402.3,234.5,118.2,591.4,680
2015-11-01,2015,11,seche,Abdi,sorgho,160.0,0.0,28.15666666666667,402.3,233.0,118.2,591.4,680
2015-12-01,2015,12,seche,Abdi,sorgho,140.0,0.0,23.061290322580643,402.3,200.0,118.2,591.4,680
2016-01-01,2016,1,seche,Abdi,sorgho,140.0,0.0,23.42903225806452,475.8,200.0,113.6,592.7,680
2016-02-01,2016,2,seche,Abdi,sorgho,130.0,0.0,26.75862068965517,475.8,210.0,113.6,592.7,680
2016-03-01,2016,3,soudure,Abdi,sorgho,140.0,0.0,33.46774193548387,475.8,210.0,113.6,592.7,680
2016-04-01,2016,4,soudure,Abdi,sorgho,140.0,0.2,33.10333333333333,475.8,200.0,113.6,592.7,680
2016-05-01,2016,5,soudure,Abdi,sorgho,150.0,4.8,32.725806451612904,475.8,210.0,113.6,592.7,680
2016-06-01,2016,6,pluies,Abdi,sorgho,160.0,34.5,30.926666666666662,475.8,207.5,113.6,592.7,680
2016-07-01,2016,7,pluies,Abdi,sorgho,160.0,185.3,26.75483870967742,475.8,200.0,113.6,592.7,680
2016-08-01,2016,8,pluies,Abdi,sorgho,160.0,233.3,25.44516129032258,475.8,200.0,113.6,592.7,680
2016-09-01,2016,9,pluies,Abdi,sorgho,150.0,54.3,26.74,475.8,200.0,113.6,592.7,680
2016-10-01,2016,10,seche,Abdi,sorgho,140.0,2.0,29.13870967741936,475.8,200.0,113.6,592.7,680
2016-11-01,2016,11,seche,Abdi,sorgho,140.0,0.0,29.27,475.8,200.0,113.6,592.7,680
2016-12-01,2016,12,seche,Abdi,sorgho,120.0,0.0,26.72258064516129,475.8,200.0,113.6,592.7,680
2017-01-01,2017,1,seche,Abdi,sorgho,105.0,0.0,27.529032258064515,461.4,215.5,118.1,580.3,680
2017-02-01,2017,2,seche,Abdi,sorgho,117.0,0.0,26.228571428571428,461.4,210.0,118.1,580.3,680
2017-03-01,2017,3,soudure,Abdi,sorgho,150.0,0.0,30.82258064516129,461.4,200.0,118.1,580.3,680
2017-04-01,2017,4,soudure,Abdi,sorgho,140.0,5.9,32.53,461.4,200.0,118.1,580.3,680
2017-05-01,2017,5,soudure,Abdi,sorgho,150.0,9.0,32.39677419354839,461.4,200.0,118.1,580.3,680
2017-06-01,2017,6,pluies,Abdi,sorgho,160.0,24.1,30.28,461.4,200.0,118.1,580.3,680
2017-07-01,2017,7,pluies,Abdi,sorgho,163.0,71.60000000000001,27.69677419354839,461.4,200.0,118.1,580.3,680
2017-08-01,2017,8,pluies,Abdi,sorgho,173.0,91.1,26.01290322580645,461.4,200.0,118.1,580.3,680
2017-09-01,2017,9,pluies,Abdi,sorgho,183.0,38.8,27.44333333333333,461.4,196.0,118.1,580.3,680
2017-10-01,2017,10,seche,Abdi,sorgho,180.0,0.5,30.31290322580645,461.4,213.0,118.1,580.3,680
2017-11-01,2017,11,seche,Abdi,sorgho,163.0,0.0,28.496666666666663,461.4,198.0,118.1,580.3,680
2017-12-01,2017,12,seche,Abdi,sorgho,160.0,0.0,26.55161290322581,461.4,198.0,118.1,580.3,680
2018-01-01,2018,1,seche,Abdi,sorgho,150.0,0.0,22.4741935483871,444.0,213.5,115.6,555.7,680
2018-02-01,2018,2,seche,Abdi,sorgho,150.0,0.0,29.714285714285715,444.0,176.5,115.6,555.7,680
2018-03-01,2018,3,soudure,Abdi,sorgho,143.0,0.1,31.1,444.0,200.0,115.6,555.7,680
2018-04-01,2018,4,soudure,Abdi,sorgho,146.0,0.0,31.53,444.0,200.0,115.6,555.7,680
2018-05-01,2018,5,soudure,Abdi,sorgho,153.0,1.8,32.670967741935485,444.0,200.0,115.6,555.7,680
2018-06-01,2018,6,pluies,Abdi,sorgho,160.0,58.5,30.436666666666667,444.0,200.0,115.6,555.7,680
2018-07-01,2018,7,pluies,Abdi,sorgho,170.0,65.1,27.19032258064516,444.0,200.0,115.6,555.7,680
2018-08-01,2018,8,pluies,Abdi,sorgho,170.0,165.5,25.258064516129032,444.0,200.0,115.6,555.7,680
2018-09-01,2018,9,pluies,Abdi,sorgho,167.0,39.8,26.836666666666662,444.0,200.0,115.6,555.7,680
2018-10-01,2018,10,seche,Abdi,sorgho,160.0,7.4,29.151612903225807,444.0,200.0,115.6,555.7,680
2018-11-01,2018,11,seche,Abdi,sorgho,140.0,0.0,27.996666666666663,444.0,200.0,115.6,555.7,680
2018-12-01,2018,12,seche,Abdi,sorgho,120.0,0.0,25.561290322580643,444.0,193.0,115.6,555.7,680
2019-01-01,2019,1,seche,Abdi,sorgho,107.0,0.0,26.96451612903226,508.3,190.0,114.1,585.9,680
2019-02-01,2019,2,seche,Abdi,sorgho,100.0,0.0,28.139285714285712,508.3,200.0,114.1,585.9,680
2019-03-01,2019,3,soudure,Abdi,sorgho,100.0,0.0,31.293548387096774,508.3,140.0,114.1,585.9,680
2019-04-01,2019,4,soudure,Abdi,sorgho,100.0,0.0,32.88333333333333,508.3,140.0,114.1,585.9,680
2019-05-01,2019,5,soudure,Abdi,sorgho,103.0,5.4,32.938709677419354,508.3,200.0,114.1,585.9,680
2019-06-01,2019,6,pluies,Abdi,sorgho,137.0,26.3,30.543333333333333,508.3,160.0,114.1,585.9,680
2019-07-01,2019,7,pluies,Abdi,sorgho,124.0,71.6,28.283870967741933,508.3,135.0,114.1,585.9,680
2019-08-01,2019,8,pluies,Abdi,sorgho,113.0,272.7,24.825806451612905,508.3,136.0,114.1,585.9,680
2019-09-01,2019,9,pluies,Abdi,sorgho,120.0,74.3,26.673333333333336,508.3,110.0,114.1,585.9,680
2019-10-01,2019,10,seche,Abdi,sorgho,120.0,68.2,26.06451612903226,508.3,113.0,114.1,585.9,680
2019-11-01,2019,11,seche,Abdi,sorgho,116.0,0.0,27.166666666666668,508.3,203.0,114.1,585.9,680
2019-12-01,2019,12,seche,Abdi,sorgho,110.0,0.0,24.55161290322581,508.3,185.0,114.1,585.9,680
2020-01-01,2020,1,seche,Abdi,sorgho,120.0,0.0,23.56451612903226,432.3,183.0,116.8,574.3,680
2020-02-01,2020,2,seche,Abdi,sorgho,123.0,0.0,26.648275862068964,432.3,200.0,116.8,574.3,680
2020-03-01,2020,3,soudure,Abdi,sorgho,138.0,0.0,31.187096774193545,432.3,206.5,116.8,574.3,680
2020-04-01,2020,4,soudure,Abdi,sorgho,153.0,0.0,32.79,432.3,200.0,116.8,574.3,680
2020-05-01,2020,5,soudure,Abdi,sorgho,160.0,0.0,33.12903225806452,432.3,200.0,116.8,574.3,680
2020-06-01,2020,6,pluies,Abdi,sorgho,190.0,7.2,32.053333333333335,432.3,200.0,116.8,574.3,680
2020-07-01,2020,7,pluies,Abdi,sorgho,230.0,63.7,27.40967741935484,432.3,218.0,116.8,574.3,680
2020-08-01,2020,8,pluies,Abdi,sorgho,230.0,352.6,24.44516129032258,432.3,220.0,116.8,574.3,680
2020-09-01,2020,9,pluies,Abdi,sorgho,127.0,60.9,26.14,432.3,249.0,116.8,574.3,680
2020-10-01,2020,10,seche,Abdi,sorgho,180.0,2.0,28.08709677419355,432.3,171.5,116.8,574.3,680
2020-11-01,2020,11,seche,Abdi,sorgho,133.0,0.0,27.59333333333333,432.3,182.75,116.8,574.3,680
2020-12-01,2020,12,seche,Abdi,sorgho,120.0,0.0,26.45483870967742,432.3,160.75,116.8,574.3,680
2021-01-01,2021,1,seche,Abdi,sorgho,120.0,0.0,25.961290322580645,422.0,145.25,141.3,554.5,680
2021-02-01,2021,2,seche,Abdi,sorgho,140.0,0.0,25.99642857142857,422.0,133.75,141.3,554.5,680
2021-03-01,2021,3,soudure,Abdi,sorgho,160.0,0.0,30.845161290322583,422.0,130.75,141.3,554.5,680
2021-04-01,2021,4,soudure,Abdi,sorgho,126.0,0.0,32.02,422.0,130.75,141.3,554.5,680
2021-05-01,2021,5,soudure,Abdi,sorgho,170.0,0.0,32.403225806451616,422.0,130.0,141.3,554.5,680
2021-06-01,2021,6,pluies,Abdi,sorgho,200.0,10.7,31.996666666666663,422.0,139.75,141.3,554.5,680
2020-10-01,2020,10,seche,Abeche,ble,320.0,0.0,29.82258064516129,503.2,509.2,116.8,574.3,878
2020-11-01,2020,11,seche,Abeche,ble,320.0,0.0,27.64333333333333,503.2,509.2,116.8,574.3,878
2020-12-01,2020,12,seche,Abeche,ble,320.0,0.0,26.661290322580644,503.2,509.2,116.8,574.3,878
2021-01-01,2021,1,seche,Abeche,ble,373.0,0.0,26.05161290322581,541.0,509.2,141.3,554.5,878
2021-02-01,2021,2,seche,Abeche,ble,400.0,0.0,25.40714285714285,541.0,509.2,141.3,554.5,878
2021-03-01,2021,3,soudure,Abeche,ble,360.0,0.0,30.63870967741936,541.0,509.2,141.3,554.5,878
2021-05-01,2021,5,soudure,Abeche,ble,320.0,0.0,33.00322580645162,541.0,509.2,141.3,554.5,878
2021-06-01,2021,6,pluies,Abeche,ble,320.0,3.7,32.57333333333334,541.0,509.2,141.3,554.5,878
2011-01-01,2011,1,seche,Abeche,mais,180.0,0.0,22.47741935483871,897.4,154.0,167.9,471.9,878
2011-02-01,2011,2,seche,Abeche,mais,180.0,0.0,28.460714285714285,897.4,192.2,167.9,471.9,878
2011-03-01,2011,3,soudure,Abeche,mais,160.0,0.0,28.387096774193548,897.4,173.5,167.9,471.9,878
2011-04-01,2011,4,soudure,Abeche,mais,160.0,0.0,32.67666666666666,897.4,218.2,167.9,471.9,878
2011-05-01,2011,5,soudure,Abeche,mais,160.0,7.4,32.42580645161291,897.4,224.5,167.9,471.9,878
2011-06-01,2011,6,pluies,Abeche,mais,160.0,10.4,32.18333333333333,897.4,230.0,167.9,471.9,878
2011-07-01,2011,7,pluies,Abeche,mais,200.0,40.8,30.074193548387097,897.4,255.0,167.9,471.9,878
2011-08-01,2011,8,pluies,Abeche,mais,180.0,135.5,26.38387096774193,897.4,260.0,167.9,471.9,878
2011-09-01,2011,9,pluies,Abeche,mais,180.0,39.2,27.30666666666667,897.4,255.0,167.9,471.9,878
2011-10-01,2011,10,seche,Abeche,mais,220.0,5.4,30.200000000000003,897.4,242.0,167.9,471.9,878
2011-12-01,2011,12,seche,Abeche,mais,250.0,0.0,24.083870967741937,897.4,257.5,167.9,471.9,878
2012-02-01,2012,2,seche,Abeche,mais,190.0,0.0,28.6896551724138,746.5,243.5,160.9,510.5,878
2003-10-01,2003,10,seche,Abeche,mil,155.0,11.3,28.98064516129032,439.3,110.0,97.7,580.7,878
2003-11-01,2003,11,seche,Abeche,mil,153.0,0.0,28.276666666666664,439.3,116.0,97.7,580.7,878
2003-12-01,2003,12,seche,Abeche,mil,139.0,0.0,25.151612903225807,439.3,119.0,97.7,580.7,878
2004-01-01,2004,1,seche,Abeche,mil,123.0,0.0,25.4741935483871,439.3,124.0,104.9,528.3,878
2004-02-01,2004,2,seche,Abeche,mil,119.0,0.0,25.044827586206896,439.3,122.0,104.9,528.3,878
2004-03-01,2004,3,soudure,Abeche,mil,125.0,0.0,28.24516129032258,439.3,130.0,104.9,528.3,878
2004-04-01,2004,4,soudure,Abeche,mil,134.0,0.0,32.00333333333334,439.3,139.0,104.9,528.3,878
2004-05-01,2004,5,soudure,Abeche,mil,142.0,3.9,33.07096774193548,439.3,154.0,104.9,528.3,878
2004-06-01,2004,6,pluies,Abeche,mil,145.0,30.3,30.85666666666667,439.3,135.0,104.9,528.3,878
2004-07-01,2004,7,pluies,Abeche,mil,168.0,92.4,27.67096774193548,439.3,165.0,104.9,528.3,878
2004-08-01,2004,8,pluies,Abeche,mil,170.0,184.7,25.84193548387097,439.3,172.0,104.9,528.3,878
2004-09-01,2004,9,pluies,Abeche,mil,164.0,12.9,28.98,439.3,159.0,104.9,528.3,878
2004-10-01,2004,10,seche,Abeche,mil,155.0,9.7,30.36774193548387,439.3,208.0,104.9,528.3,878
2004-11-01,2004,11,seche,Abeche,mil,143.0,0.0,27.923333333333336,439.3,205.0,104.9,528.3,878
2004-12-01,2004,12,seche,Abeche,mil,145.0,0.0,25.15806451612903,439.3,173.0,104.9,528.3,878
2005-01-01,2005,1,seche,Abeche,mil,143.0,0.0,23.11290322580645,439.3,205.0,104.3,527.5,878
2005-02-01,2005,2,seche,Abeche,mil,143.0,0.0,30.039285714285715,439.3,219.0,104.3,527.5,878
2005-03-01,2005,3,soudure,Abeche,mil,179.0,0.0,30.48709677419355,439.3,226.0,104.3,527.5,878
2005-04-01,2005,4,soudure,Abeche,mil,197.0,2.9000000000000004,32.63,439.3,246.0,104.3,527.5,878
2005-05-01,2005,5,soudure,Abeche,mil,189.0,7.4,31.906451612903226,439.3,280.0,104.3,527.5,878
2005-06-01,2005,6,pluies,Abeche,mil,233.0,70.1,29.96,439.3,285.0,104.3,527.5,878
2005-07-01,2005,7,pluies,Abeche,mil,216.0,180.8,26.00967741935484,439.3,302.0,104.3,527.5,878
2005-08-01,2005,8,pluies,Abeche,mil,183.0,218.0,25.23548387096774,439.3,334.0,104.3,527.5,878
